"","created_at","screen_name","text","is_quote","is_retweet","retweet_text"
"11",2021-11-29,"UNDPCY","What is online gender-based violence #GBV?🍊

It includes physical threats, online harassment and cyberbullying, cyberstalking, grooming for sexual purposes, Zoom-bombing and sex trolling.

 #16days #OnlineVAW 🍊 #Orangetheworld https://t.co/0sZOO4Neli",FALSE,FALSE,NA
"12",2021-11-24,"UNDPCY","When women &amp; girls have access to the internet, they are exposed to online violence more frequently than men.
🙅🏻‍♀️ STOP cyber violence against #Women and #Girls. 
#OrangeTheWorld #16Days #EndOnlineVAW https://t.co/W3y7piNkRC",FALSE,FALSE,NA
"13",2021-11-16,"UNDPCY","The conservation included overall cleaning, stone replacement, securing of plasters/frescoes, fence installation, consolidation works &amp; waterproofing.
This generation putting in the work to protect #OurSharedHeritage will ensure its survival for many generations to come. https://t.co/BxnIo2MYT3",FALSE,FALSE,NA
"14",2021-11-16,"UNDPCY","A medium-scale project with big impact!
TCCH completed conservation works at Agios Georgios church in the Morfou area, which was co-funded by local donors &amp; implemented within the framework of the TCCH with 🇪🇺EU financial support. https://t.co/zfH684Wvid",FALSE,FALSE,NA
"15",2021-11-15,"UNDPCY","A tender for conservation works at Agios Georgios church in Ardana/Ardahan has been launched.
Deadline: 7 Dec 2021
More info: https://t.co/txTKKT7d0B
The specific project is co-funded by local donors &amp; implemented within the framework of the TCCH, with EU🇪🇺financial support.",FALSE,FALSE,NA
"16",2021-11-10,"UNDPCY","On 8 Nov, we celebrated the TCCH receiving the Europa Nostra Award &amp; Grand Prix Laureate in the category for “Dedicated Service to Heritage by Organisations and Individuals” with an event held in Cyprus.
Thank you everyone who was in attendance!
More info: https://t.co/2JYBvcxiGK https://t.co/3Dmrnr8SKm",FALSE,FALSE,NA
"17",2021-11-05,"UNDPCY","❗️Internship Opportunity with UNDP Cyprus❗️
Would you like a chance to get involved with and support the work of UNDP in Cyprus? 
If you answered “YES,” this 🇪🇺EU funded internship might be right for you. 
Apply by 11 Nov 2021: https://t.co/XzDJ0s5IRJ",FALSE,FALSE,NA
"18",2021-11-04,"UNDPCY","Now you can work with the high accuracy model of the Othello Tower from your home to:
•Visualize the Othello Tower 3D point cloud online,
•Measure its distances,
•Compute volumes &amp; areas,
•Extract &amp; download sections of the monument.
Try it out here: https://t.co/qVzFIwc73A https://t.co/Ay59buTvOr",FALSE,FALSE,NA
"19",2021-11-04,"UNDPCY","The 3D point cloud of Othello Tower, created as part of the framework of TCCH’s Digital Heritage projects with funding by the EU🇪🇺, is live!
Created with laser scanning technology, it's a great asset for students &amp; professionals for when the monument can't be accessed directly. https://t.co/ayVIg7O0uG",FALSE,FALSE,NA
"20",2021-11-03,"UNDPCY","Join @UN Deputy Secretary-General @AminaJMohammed, @UNDP's @ASteiner, @UNFCCC's @PEspinosaC, @UNEP's @andersen_inger, and partners at #COP26 for the launch of the next phase of our #ClimatePromise.

📅3 November (TODAY)
🕖7:30am EST/11:30am GMT
📣RSVP: https://t.co/ZI2TDFuEIC https://t.co/Ppu0kA0Ygr",FALSE,FALSE,NA
"21",2021-11-03,"UNDPCY","The deadline for the following 🇪🇺 EU-funded position has been extended!

• NEW DEADLINE: 17 NOVEMBER 2021
Engineer of Contract for projects in Karpasia/Karpaz area: https://t.co/oqTrMauVer",FALSE,FALSE,NA
"22",2021-11-01,"UNDPCY","People from all over the world are sharing messages with world leaders.

Telling them to take the right action.
Telling them to protect our future.
To protect our only home.

View all messages now, and record your own: https://t.co/X5MxXzSzzt

#COP26 #DearWorldLeaders https://t.co/20fiEqNjIv",FALSE,TRUE,"People from all over the world are sharing messages with world leaders.

Telling them to take the right action.
Telling them to protect our future.
To protect our only home.

View all messages now, and record your own: https://t.co/X5MxXzSzzt

#COP26 #DearWorldLeaders https://t.co/20fiEqNjIv"
"23",2021-10-29,"UNDPCY","We can’t ignore #ClimateChange any longer. Unless we end the excuses, we’ll be another species facing extinction. 

Join @UNDP and @FrankieTheDino, and let's take #ClimateAction before it’s too late: https://t.co/IG1ieuEumi

#DontChooseExtinction https://t.co/NEWYx71ckM",FALSE,FALSE,NA
"24",2021-10-26,"UNDPCY","We'd like to announce a tender for assessment, inspection, prescription &amp; conservation services in churches and similar sites.
Deadline: 18 Nov 2021
More info: https://t.co/zVBb5Z7Yev
The project is fully funded by the EU🇪🇺 &amp; will be implemented by UNDP in partnership with TCCH.",FALSE,FALSE,NA
"25",2021-10-25,"UNDPCY","Deadlines for the following 🇪🇺 EU-funded positions have been extended!

• NEW DEADLINE: 1 NOV 2021
Engineer of Contract (Greek Speaking): https://t.co/vNMpYfSurq

• NEW DEADLINE: 3 NOV 2021
Engineer of Contract for projects in Karpasia/Karpaz area: https://t.co/oqTrMauVer",FALSE,FALSE,NA
"26",2021-10-14,"UNDPCY","💼 #NowHiring - one more vacancy has opened.
Engineer of Contract for projects in Karpasia/Karpaz area: https://t.co/oqTrMauVer",FALSE,FALSE,NA
"27",2021-10-11,"UNDPCY","We’re hiring 2 Engineers of Contract to support the work of TCCH in Cyprus. 
Apply for these 🇪🇺EU-funded positions by 22 October 2021: 
Engineer of Contract: https://t.co/yHqcI38lJU
Engineer of Contract (Greek Speaking): https://t.co/AKOpqsDz7r https://t.co/ibDcIcVwcu",FALSE,FALSE,NA
"28",2021-10-06,"UNDPCY","🌏Climate crisis has the potential to irreversibly change our future.
👉Go to https://t.co/tK70ADsKgy and remind the world leaders joining COP26 what’s at stake.
💚Tell them to protect what you love.
🤝Spread the word using #DearWorldLeaders https://t.co/aDgOyIYmsG",FALSE,FALSE,NA
"29",2021-10-06,"UNDPCY","Climate crisis is real and it is happening NOW. We need action fast.
That's why we need YOU to tell world leaders how the climate crisis is affecting you.
We will take your message to decision makers at #COP26.
Record your message now: https://t.co/T5bZkDNGj0 
#DearWorldLeaders https://t.co/yBvn2MMr1R",FALSE,TRUE,"Climate crisis is real and it is happening NOW. We need action fast.
That's why we need YOU to tell world leaders how the climate crisis is affecting you.
We will take your message to decision makers at #COP26.
Record your message now: https://t.co/T5bZkDNGj0 
#DearWorldLeaders https://t.co/yBvn2MMr1R"
"30",2021-10-04,"UNDPCY","The Technical Committee on Cultural Heritage is the #GrandPrix winner in the Category Dedicated Service, of the #EuropeanHeritageAwards 2021!🎉🏆

This winner stood out for fostering intercommunal understanding in 🇨🇾 through #CulturalHeritage for 12 yrs. 👉https://t.co/kPbUwLTDos https://t.co/lzpxutWiuz",FALSE,TRUE,"The Technical Committee on Cultural Heritage is the #GrandPrix winner in the Category Dedicated Service, of the #EuropeanHeritageAwards 2021!🎉🏆

This winner stood out for fostering intercommunal understanding in 🇨🇾 through #CulturalHeritage for 12 yrs. 👉https://t.co/kPbUwLTDos https://t.co/lzpxutWiuz"
"31",2021-09-24,"UNDPCY","The fourth and final #GrandPrix Award in the Category Dedicated Service goes to…🏆The Technical Committee on Cultural Heritage!

Congratulations for dedicating 12 years to the conservation of more than 70 monuments in  🇨🇾Cyprus, fostering intercommunal understanding!
@TCCHCyprus https://t.co/yuiq5dIFOw",FALSE,TRUE,"The fourth and final #GrandPrix Award in the Category Dedicated Service goes to…🏆The Technical Committee on Cultural Heritage!

Congratulations for dedicating 12 years to the conservation of more than 70 monuments in  🇨🇾Cyprus, fostering intercommunal understanding!
@TCCHCyprus https://t.co/yuiq5dIFOw"
"32",2021-09-24,"UNDPCY","We’d like to take this opportunity to thank the Technical Comittee on Cultural Heritage and those have showed their support for the Committee by casting their votes online!
THANK YOU 👏🏼👏🏼👏🏼",FALSE,FALSE,NA
"33",2021-09-24,"UNDPCY","Yesterday, in the @europanostra Awards Ceremony, the EC &amp; Europa Nostra announced 4 Grand Prix laureates &amp; the Public Choice Award winner. 
👏👏TCCH was awarded a Grand Prix in the category of “Dedicated Service to Heritage by Organizations &amp; Individuals.”
https://t.co/Y4KOziFrGK",FALSE,FALSE,NA
"34",2021-09-22,"UNDPCY","2/2
👷‍♀️The team was pleased to see that conservation works are progressing on schedule.
Both structures are benefitting from roof reconstruction, plaster removal/re-plastering of walls, stone replacement &amp; the conservation of frescoes.
Conservation works will be completed in 2022. https://t.co/Sih1G9N5Uh",FALSE,FALSE,NA
"35",2021-09-22,"UNDPCY","1/2
On 17 Sept, the TCCH Advisory Board, UNDP &amp; a team of designers visited the conservation works at the 2 Agios Georgios churches in the Famagusta area.
The specific project is co-funded by local donors &amp; implemented within the framework of the TCCH, w/🇪🇺EU financial support. https://t.co/MHUS24kO9K",FALSE,FALSE,NA
"36",2021-09-17,"UNDPCY","TCCH just began conservation works at the following new sites, co-funded by local donors with the financial support of 🇪🇺EU:
-Panagia Trapeza church,
-Agia Marina church,
-Profitis Elias church.
👷‍♀️👷‍♂️Works will include cleaning, stone replacement, waterproofing and consolidation. https://t.co/euuQYdrocJ",FALSE,FALSE,NA
"37",2021-09-16,"UNDPCY","On Tuesday, TCCH &amp; UNDP visited the 🇪🇺EU funded conservation works at Zouhouri mosque.
✅Conservation of the roof, the western &amp; northern façades of the mosque are complete.
👷‍♂️Now, the team is working to conserve the inside and eastern façade of the mosque by the end of the year. https://t.co/sTRG0ByTok",FALSE,FALSE,NA
"38",2021-09-15,"UNDPCY","Participants learned about the tools they can use to analyze key factors like economics &amp; the environment, how to best use these assessments and how to identify indicators to measure effectiveness for their projects.
Trainings will continue until the 25/10/21 submission deadline. https://t.co/Gu3WJfywMd",FALSE,FALSE,NA
"39",2021-09-15,"UNDPCY","✅ First set of training sessions for ‘Tools for Contextual Analysis &amp; Establishing Links with Project Outputs &amp; Identification of Indicators’ under the Local Infrastructure Facility 3rd Call for Proposals, stage 2 is complete.

This activity is funded by the 🇪🇺European Union.",FALSE,FALSE,NA
"40",2021-09-15,"UNDPCY","On 11 Sept, TCCH &amp; UNDP conducted a site visit to the 🇪🇺EU funded conservation works at Salamis Ancient City.
Turkish Cypriot and Greek Cypriot archaeologists &amp; conservators are currently hard at work there for the preservation of the Kampanopetra and Agios Epiphanios basilicas. https://t.co/efDhuUKNHe",FALSE,FALSE,NA
"41",2021-09-04,"UNDPCY","Today is the last day to vote. Show your support for the Technical Committee on Cultural Heritage &amp; cast your vote on the Europa Nostra Public Choice Award page ⬇️⬇️⬇️ https://t.co/Pyi4kYuI4k",TRUE,FALSE,NA
"42",2021-09-01,"UNDPCY","VOTE, VOTE, VOTE for the TCCH on the Europa Nostra Public Choice Award page by Sept 5. Here's how:
1: Go to https://t.co/duoSIHWrBg
2: Pick top 3 contenders (Scroll down to find TCCH)
3: Enter info
4: Confirm vote via email
5: Tell friends
6: Feel good knowing that you did good☺️",FALSE,FALSE,NA
"43",2021-08-26,"UNDPCY","W/ the support of @UNDPCY, the Technical Committee on #CulturalHeritage works to preserve #Cyprus’s cultural heritage. 

This yr, they were awarded a @europanostra award; now they’re in the running for the Public Choice Award. 

Show them support &amp; vote: ☑️https://t.co/mqeoHSqsXM",FALSE,TRUE,"W/ the support of @UNDPCY, the Technical Committee on #CulturalHeritage works to preserve #Cyprus’s cultural heritage. 

This yr, they were awarded a @europanostra award; now they’re in the running for the Public Choice Award. 

Show them support &amp; vote: ☑️https://t.co/mqeoHSqsXM"
"44",2021-08-25,"UNDPCY","The Technical Committee on Cultural Heritage needs your support!
We’re calling on all heritage supporters to vote online for this year’s Europa Nostra Public Choice Award, for which TCCH is nominated.
Show your support, vote until Sept 5, 2021: https://t.co/UPpiGMdSiM",FALSE,FALSE,NA
"45",2021-08-17,"UNDPCY","A work tender for conservation works of the TCCH at 3 sites has launched. 
Deadline: 16 Sept 21
For more info: https://t.co/2jJuCvRuvb
This project is co-funded by the 🇪🇺EU &amp; local donors; and will be implemented by UNDP in partnership with the TCCH.",FALSE,FALSE,NA
"46",2021-08-12,"UNDPCY","The following tenders for the works of the TCCH have been launched:
Conservation designs of 3 mosques: https://t.co/HZo8c7H3r1
Emergency works at Agia Marina - Ayios Theodoros: https://t.co/CPSdCbRaAZ
Certain deadlines have been extended, for more info: https://t.co/poaa3ztBbD",FALSE,FALSE,NA
"47",2021-08-03,"UNDPCY","Training sessions for capacity building activities of the 3rd call for proposals under the LIF project began today with a Problem &amp; Objective Analysis session.
2 more sessions will be held on Aug 4&amp;5 to ensure those preparing proposals have the resources they need, w/ EU funding.",FALSE,FALSE,NA
"48",2021-07-27,"UNDPCY","🗨️#EuropeanHeritageAwards

""Each project of the Committee has been an opportunity to build confidence, foster trust and achieve joint results"". 👏We can only applaud the actions of the Technical Committee on Cultural Heritage in Cyprus.

Meet the winner▶️👇https://t.co/i4Qa2w5v9X",FALSE,TRUE,"🗨️#EuropeanHeritageAwards

""Each project of the Committee has been an opportunity to build confidence, foster trust and achieve joint results"". 👏We can only applaud the actions of the Technical Committee on Cultural Heritage in Cyprus.

Meet the winner▶️👇https://t.co/i4Qa2w5v9X"
"49",2021-07-20,"UNDPCY","The deadlines for the following work tenders have been extended until 31.08.21.
Tender for Orounda mosque conservation works: https://t.co/ugTor0Cz9v
Tender for Tuzla hammam conservation works: https://t.co/AsxAXKQTQv
The project is EU funded &amp; will be implemented by UNDP w/TCCH.",FALSE,FALSE,NA
"50",2021-07-19,"UNDPCY","🤝We are requesting proposals for consultancy services for creation of virtual tours for monuments conserved by the TCCH.
Deadline: 13.08.21 
For more info: https://t.co/bmkhswqkf5
The project is funded by the EU🇪🇺 &amp; will be implemented by UNDP in partnership with the TCCH.",FALSE,FALSE,NA
"51",2021-07-16,"UNDPCY","With UNDP support, TCCH has just begun conservation works at two Agios Georgios churches in the Famagusta area.
Check out the conservation site photos!
The specific project is co-funded by local donors &amp; implemented within the framework of the TCCH, with financial support of EU. https://t.co/jnz2YrLSnN",FALSE,FALSE,NA
"52",2021-07-02,"UNDPCY","UNDP just signed a contract for conservation works at Agios Synesios church carried out by TCCH!
Soon, conservation workers will begin stabilizing historical plasters, consolidating &amp; cleaning the structure to revitalize #OurSharedHeritage.
For more info: https://t.co/15FNY1xZfg https://t.co/xQqPdZ2MnZ",FALSE,FALSE,NA
"53",2021-07-01,"UNDPCY","With EU funding &amp; UNDP technical support, the TC on Health is protecting human &amp; animal health in Cyprus from mosquito-born diseases.
Watch this video for more info on the works carried out, the results achieved &amp; the cooperation that made it all possible: https://t.co/op1GL0X44T",FALSE,FALSE,NA
"54",2021-06-29,"UNDPCY","If you’re as impressed with their accomplishments as we are, make sure to vote online to support TCCH in their run for the Europa Nostra Public Choice Award. Vote here: https://t.co/UPpiGMdSiM
❗️Share &amp; ask your friends to vote; together, let’s give back to TCCH! https://t.co/NOg6CL7iOi",TRUE,FALSE,NA
"55",2021-06-29,"UNDPCY","TCCH was recently awarded the “Dedicated Service to Heritage by Organisations &amp; Individuals” Europa Nostra Award, Europe’s top honor in the field, for its works mainly funded by EU &amp; implemented w/UNDP support.
Watch the video to see their accomplishments: https://t.co/cs3VDg8rsP",FALSE,FALSE,NA
"56",2021-06-25,"UNDPCY","Members of the TCCH &amp; UNDP visited the EU🇪🇺 funded conservation works at Zouhouri mosque.
Currently, a technical team of conservation workers are carrying out repair works on internal/external surfaces. Their collaboration is producing great results!
Stay tuned for more updates. https://t.co/L2dcZelSB6",FALSE,FALSE,NA
"57",2021-06-25,"UNDPCY","Thank you to everyone who joined the TC on Health’s event on mosquito surveillance, marking the end of the EU 🇪🇺 funded project carried out with UNDP support.
✅Together, we identified mosquito vectors, enhanced capacity building, raised public awareness &amp; got major results.🤝🕊 https://t.co/qGqs5YbATK",FALSE,FALSE,NA
"58",2021-06-24,"UNDPCY","Want to learn how to prevent mosquitoes from entering your home?
If YES, join the Technical Committee on Health’s online event where answers to this question &amp; more will be given!
🗓TODAY!
⏰10.00 AM
Link: https://t.co/ncwbjsyc01
EU🇪🇺 funded &amp; implemented by UNDP &amp; OSASG-Cyprus https://t.co/GgkYwXuEFm",FALSE,FALSE,NA
"59",2021-06-16,"UNDPCY","You're invited to the Technical Committee on Health's event where results from its mosquito identification action will be presented.
🗓24 JUNE 2021
⏰10.00 to 11.30 AM
Event link: https://t.co/ncwbjsyc01
This action is EU🇪🇺 funded &amp; implemented by UNDP with OSASG-Cyprus. https://t.co/yNOlBgupUt",FALSE,FALSE,NA
"60",2021-06-11,"UNDPCY","With EU🇪🇺 funding, the UNDP team and TCCH will begin conservation works in not just 1 but 3 basilicas in the Salamis archeological site!
The works will include the Kampanopetra, Agios Epiphanios and Saint Barnabas basilicas and will begin in 2 weeks. Stay tuned for updates! https://t.co/ObSBaFEN8Y",FALSE,FALSE,NA
"61",2021-06-10,"UNDPCY","Joined by the new Head of Office for UNDP in Cyprus @JKhaydarov, members of the TCCH &amp; HYA, @EU_MarioNava, @judit_rozsa and @KjBjornsson saw the results of the EU's generous funding in their visit to conservation works at Salamis, Othello Tower &amp; Ravelin Gate. #UNDPEUpartnership https://t.co/3aWW6DLa1E",FALSE,FALSE,NA
"62",2021-06-09,"UNDPCY","EU🇪🇺 funded conservation works at Panagia Kyra church continue in full speed!
On Monday, TCCH, UNDP, the advisory board &amp; design team conducted their 1st inspection visit to the site.
The team is happy to start regular visits to ensure the highest quality of work. https://t.co/o9NAh9gYiK",FALSE,FALSE,NA
"63",2021-06-01,"UNDPCY","The Technical Committee on Cultural Heritage needs your support!
Heritage supporters are now encouraged to vote online to decide who will win this year’s Public Choice Award, for which TCCH is also nominated.
❗️❗️Vote from this link until Sept 5, 2021: https://t.co/wKggrT34Jf",FALSE,FALSE,NA
"64",2021-05-25,"UNDPCY","Congratulations to TCCH for receiving the Europa Nostra Award, Europe’s top honor for conservation projects.
With funding mainly from the EU🇪🇺, technical support from UNDP &amp; the involvement of over 7000 Greek Cypriot &amp; Turkish Cypriots, the committee continues its valuable work. https://t.co/zBMRgoCIXo",FALSE,FALSE,NA
"65",2021-05-20,"UNDPCY","🤝We are excited to announce the launch of a work tender for conservation works at 3 churches. The tender will close on 9 June 2021. For more info: https://t.co/dT6PS3xjRu]
The project is fully funded by the EU🇪🇺 and will be implemented by UNDP in partnership with TCCH.",FALSE,FALSE,NA
"66",2021-04-28,"UNDPCY","Deadlines for the design tenders have been extended. Submit your quotation now:
•Conservation project designs of 3 mosques: https://t.co/8rmBCyNBGz
•Conservation designs of a church: https://t.co/1b8fEVcbXU
The project is funded by the EU 🇪🇺 &amp; will be implemented by UNDP &amp; TCCH",FALSE,FALSE,NA
"67",2021-04-27,"UNDPCY","Photo Credit 📸: Kerim Belet",FALSE,FALSE,NA
"68",2021-04-27,"UNDPCY","TCCH completed conservation works at 2 more fountains with EU🇪🇺 funding &amp; UNDP support.
Both Ottoman period fountains benefitted from general cleaning &amp; consolidation works.
Before the year ends, 2 more fountains will be conserved, resulting in 7 fountains regained across Cyprus. https://t.co/e1tpde5zEc",FALSE,FALSE,NA
"69",2021-04-26,"UNDPCY","The virtual tour of #OurSharedHeritage ends with Nicosia Walls, a testament to the #ComplexPastsDiverseFutures theme.
As we turn to @EU_MarioNava &amp; @agiveres for the last virtual tour, we’d like to thank them, @EU_reforms &amp; TCCH for this great partnership: https://t.co/E1uL9rjx9w",FALSE,FALSE,NA
"70",2021-04-23,"UNDPCY","Thanks to the partnership of @EU_reforms, UNDP &amp; TCCH, a team of Turkish Cypriot and Greek Cypriot conservators completed works on Agios Andronicos church.
Let’s turn to @EU_MarioNava &amp; @agiveres to continue our tour of Cyprus’s impressive shared heritage: https://t.co/6dkV42RMLL",FALSE,FALSE,NA
"71",2021-04-22,"UNDPCY","Agios Artemon is next on our list of virtual tours. The 15th century church was conserved by TCCH with UNDP’s assistance and funding from 🇪🇺 @EU_reforms.
Enjoy this video, intro by @EU_MarioNava &amp; @agiveres, and virtually tour #OurSharedHeritage!
@EUCYPRUS
https://t.co/837hdoj7NZ",FALSE,FALSE,NA
"72",2021-04-22,"UNDPCY","Conservation designs of a church. The tender will close on 4 May 2021. 
For more information: https://t.co/1b8fEVcbXU",FALSE,FALSE,NA
"73",2021-04-22,"UNDPCY","We're excited to announce design tenders for new cultural heritage projects:
Conservation project designs of 3 mosques. Tender will close on 6 May.
For more info: https://t.co/8rmBCyNBGz
The project is funded by EU🇪🇺 &amp; implemented by UNDP in partnership with the TCCH.",FALSE,FALSE,NA
"74",2021-04-21,"UNDPCY","We’re interrupting our virtual tours to bring you an update from Agia Paraskevi church. The 1st phase of emergency works, fence installation, was completed by the TCCH with EU🇪🇺 funding &amp; UNDP support.
We're happy to have ensured increased safety at the site with this vital step. https://t.co/N329UFtihg",FALSE,FALSE,NA
"75",2021-04-20,"UNDPCY","Today, we're visiting Panagia church, conserved thanks to the partnership of @EU_reforms, UNDP and TCCH, as part of the tour we began on #IDMS2021.

Let’s explore this site together through a virtual tour, with a new intro by @EU_MarioNava &amp; @agiveres.

https://t.co/HjhnlGuqxM",FALSE,FALSE,NA
"76",2021-04-19,"UNDPCY","Logistical support for conservation works at 3 sites tender. The tender will close on 3 May 2021. 
For more information: https://t.co/gXIghIvsgN",FALSE,FALSE,NA
"77",2021-04-19,"UNDPCY","We're excited to announce works tenders for new cultural heritage projects:
Conservation works at Tuzla hamam &amp; Orounta mosque. Tender will close on 29 April.
For more info: https://t.co/Ii8fKvsbRg
The project is funded by EU🇪🇺 &amp; implemented by UNDP in partnership with the TCCH.",FALSE,FALSE,NA
"78",2021-04-18,"UNDPCY","Tomorrow is the International Day of Monuments and sites. On this occasion, take a  360° virtual tour of #oursharedheritage sites in Cyprus with the #UNDPEUpartnership. https://t.co/a50jdUIZAI @UNDPCY https://t.co/gfNBU1vxQG",FALSE,TRUE,"Tomorrow is the International Day of Monuments and sites. On this occasion, take a  360° virtual tour of #oursharedheritage sites in Cyprus with the #UNDPEUpartnership. https://t.co/a50jdUIZAI @UNDPCY https://t.co/gfNBU1vxQG"
"79",2021-04-18,"UNDPCY","Happy #IDMS2021!
We're proud to offer virtual tours to monuments &amp; sites conserved by the partnership of @EU_reforms &amp; UNDP.
Our 1st video, introduced by @EU_MarioNava &amp; @agiveres, takes us Agios Sergios and Vakos church, conserved by TCCH with EU funding.
https://t.co/m8xsySpcFM",FALSE,FALSE,NA
"80",2021-04-16,"UNDPCY","Established by @ICOMOS, 18 April is Int Day for Monuments &amp; Sites.
To celebrate this year's theme of #ComplexPastsDiverseFutures, we curated virtual tours to shared heritage monuments of Cyprus conserved by TCCH with intros by @EU_MarioNava &amp; @agiveres.
More info on April 18! https://t.co/B9JOo15RHs",FALSE,FALSE,NA
"81",2021-03-29,"UNDPCY","This spring, trees aren't the only ones experiencing rebirth; with EU funding, TCCH &amp; UNDP are completing conservation works at 4 sites.
The conservation of Agios Charalambos &amp; Agios Evlalios churches, 2 fountains in Kyrenia &amp; wall repairs at Panagia church will soon be complete. https://t.co/w6X2VbpH0S",FALSE,FALSE,NA
"82",2021-03-23,"UNDPCY","Tomorrow at 8am EST: Join us @sophiehowe, Marcela Sabino @museudoamanha, @frkkymkc, @romankrznaric, @NiNanjira &amp; me at #IID21 for the session: ""Objects of the Future."" We will be reacting to 7 objects from the #FutureOfDevelopment. Here is more: https://t.co/nZCOFd7naX https://t.co/0P1zbJKXNT",FALSE,TRUE,"Tomorrow at 8am EST: Join us @sophiehowe, Marcela Sabino @museudoamanha, @frkkymkc, @romankrznaric, @NiNanjira &amp; me at #IID21 for the session: ""Objects of the Future."" We will be reacting to 7 objects from the #FutureOfDevelopment. Here is more: https://t.co/nZCOFd7naX https://t.co/0P1zbJKXNT"
"83",2021-03-10,"UNDPCY","Othello castle in #cyprus goes digital ! Another great example of #UNDPEUpartnership + Technical Committee on #culturalheritage Check out the virtual tour for amazing 360 insights into #oursharedheritage https://t.co/ufu4Pffvpl",TRUE,FALSE,NA
"84",2021-03-08,"UNDPCY","💼 We are #NowHiring an Information &amp; Communication Technologies Assistant to ensure consistent service delivery and to support ICT-related issues.
If you or someone you know might be interested in this vacancy, please apply by 19 March 2021: https://t.co/lr2kocLfW2 https://t.co/hXn58NoLcf",FALSE,FALSE,NA
"85",2021-03-08,"UNDPCY","Women-dominated sectors were hit hard by #COVID19 in Europe and Central Asia, time to dive in and #MakeWomenAPriority!
@UNDPEurasia and @UNICEF_ECA just released a paper uncovering what can be done for #GenderEqualRecovery 
👉 https://t.co/VXZ0eUTj0Y https://t.co/ENHV3hI0Uw",FALSE,FALSE,NA
"86",2021-03-08,"UNDPCY","Happy #InternationalWomensDay! If you haven’t already, today is the day to make a commitment to
women everywhere to stand up for human rights and join the fight for an equal future.
👀Where will you stand? 
#GenerationEquality #IWD2021 via @UN_Women https://t.co/JomDxQpYsi",FALSE,FALSE,NA
